id,created_at,user_text,Categor�a Legal,Normativa,Penalidad Estimada,Detalles
657,2026-01-09 22:40:42.100844+00,Ese que sale es un adicto a la caricatura ,NO INFRACCIÓN,N/A,N/A,"La expresión ""adicto a la caricatura"" se refiere a un interés o afición particular y, aunque podría interpretarse subjetivamente, no constituye una imputación de un hecho delictivo, vicio o defecto que cause deshonra o descrédito legalmente sancionable. No se encuadra en calumnia, injuria, difamación ni ninguna otra figura delictiva en el ordenamiento jurídico costarricense."
658,2026-01-09 23:11:05.865086+00,Oya de manteca. Tengan cuidado con Jab Comix.,INJURIA,Artículo 145 del Código Penal de Costa Rica,"Veinticinco a cincuenta días multa. Si la injuria fuere hecha públicamente, la pena será de cincuenta a cien días multa.","La frase 'Oya de manteca' es un término vulgar y despectivo en Costa Rica, empleado para deshonrar o desacreditar a una persona o entidad. Al dirigirlo a 'Jab Comix' y añadir 'Tengan cuidado con Jab Comix', se busca menoscabar su honor y reputación. Esto constituye un acto de injuria, especialmente si fue expresado en un contexto público."
659,2026-01-09 23:13:15.390221+00,Perd�n por Jocko Willink,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una disculpa o referencia sin contexto de hechos que pudieran constituir una infracción legal en Costa Rica.
660,2026-01-09 23:14:40.253408+00,No more than 700,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una expresión numérica que, sin contexto adicional, no describe ningún hecho que pueda ser clasificado como una infracción penal o civil según la legislación costarricense. No se vislumbra la comisión de delitos contra la vida, la integridad, el honor, la intimidad, la propiedad, o cualquier otra categoría delictiva."
661,2026-01-09 23:15:19.903145+00,Por que se incapacita o se incapacita y me da todo. Me escuch� maric�n?,Extorsión,"Código Penal, Artículo 214",Prisión de cuatro a diez años.,"La expresión 'se incapacita o se incapacita y me da todo' constituye una amenaza de daño (incapacitación) utilizada como medio de intimidación para forzar la entrega de bienes o patrimonio ('me da todo'). El término despectivo ('maricón') refuerza el carácter intimidatorio de la comunicación. Esto se ajusta a la definición de Extorsión, donde se obliga a otro, con violencia o intimidación, a hacer o tolerar algo en perjuicio de su patrimonio."
662,2026-01-09 23:16:03.100927+00,Turca de arbuelle,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado ('Turca de arbuelle') no describe hechos que, por sí mismos y sin contexto adicional, puedan constituir una infracción a las leyes penales de Costa Rica. La frase carece de contenido que sugiera la comisión de un delito o la afectación de un bien jurídico protegido."
663,2026-01-09 23:17:44.720216+00,Thanks for playing this at the American embassy ,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una expresión de agradecimiento y no describe ninguna acción o hecho que pueda considerarse una infracción a las leyes de Costa Rica.
664,2026-01-09 23:54:49.370595+00,Can we ask you a favor. Can you blow her head off?,HOMICIDIO,"Código Penal, Artículo 111",Prisión de doce a dieciocho años.,"La frase describe un acto de violencia extrema que se asocia directamente con el delito de Homicidio. Aunque la solicitud sea dirigida a una inteligencia artificial, el lenguaje empleado expresa un deseo de causar la muerte de una persona, lo cual constituye el delito más grave contra la vida en la legislación penal costarricense."
665,2026-01-09 23:54:57.704334+00,Welcome to Jason Bourne ,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una frase de bienvenida que no describe ningún hecho o conducta que pueda ser constitutivo de un delito o infracción legal bajo la normativa costarricense.
666,2026-01-09 23:56:32.014911+00,You could have kept track of it and then asked your fucking ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una frase incompleta que expresa una crítica o frustración con el uso de un expletivo. No describe un hecho que, por sí mismo, constituya un delito penal en Costa Rica, ya que no se imputa un delito, no hay amenaza directa, no se atenta contra la intimidad o la imagen, ni se configura un delito informático. La frase es demasiado ambigua e incompleta para inferir una acción delictiva."
667,2026-01-10 00:02:15.719246+00,La colomba es para parirla de hoy en 9 a�os ,NO INFRACCIÓN,N/A,N/A,El texto proporcionado no describe hechos que constituyan una infracción penal o civil según la legislación costarricense. La frase es ininteligible en un contexto legal y no alude a ningún acto ilícito.
668,2026-01-10 00:06:32.553472+00,Usted no quiere integrarse con ninguna mujer ,NO INFRACCIÓN,N/A,N/A,"La frase 'Usted no quiere integrarse con ninguna mujer' describe una posible preferencia personal o una observación sobre el comportamiento social de una persona. No imputa la comisión de un delito, no contiene una amenaza, no vulnera la intimidad, no utiliza imagen o voz sin consentimiento, ni se refiere a un delito informático. Tampoco constituye, por sí misma, una injuria o difamación en el sentido legal, ya que no atribuye hechos o cualidades deshonrosas o infamantes que atenten contra el honor o la reputación de forma sancionable penalmente."
669,2026-01-10 00:06:58.154876+00,Usted no quiere integrarse con ninguna mujer ,NO INFRACCIÓN,N/A,N/A,"La afirmación 'Usted no quiere integrarse con ninguna mujer' es una observación o una opinión sobre las preferencias sociales de una persona. No describe un acto que constituya un delito según las leyes de Costa Rica, ni se enmarca en ninguna de las categorías de infracciones penales como delitos graves, calumnia, amenaza, delitos contra la intimidad, derechos de imagen y voz, delitos informáticos o injuria/difamación de forma que amerite una tipificación penal sin contexto adicional."
670,2026-01-10 00:07:09.124046+00,Thanks for trying to emit fun to mother ,NO INFRACCIÓN,No aplica,No aplica,"El texto proporcionado es una expresión de agradecimiento y no describe hechos que, bajo la legislación penal costarricense, puedan ser catalogados como una infracción. No se observan elementos constitutivos de ningún delito o falta."
671,2026-01-10 00:08:18.50345+00,You were just staring to two children ,NO INFRACCIÓN,No aplica,No aplica,"La acción de 'estar mirando a dos niños' (staring to two children) por sí misma no constituye una infracción penal en Costa Rica. Aunque podría generar incomodidad o sospecha en un contexto específico, el acto de mirar o observar, sin la concurrencia de otros elementos (como acoso, hostigamiento, intento de captación, o acciones ulteriores con fines ilícitos), no está tipificado como delito."
672,2026-01-10 00:09:20.156179+00,Sin emitir gesto de rasque,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado describe una acción o la ausencia de una acción (no emitir un gesto de rasque) que, por sí misma, no constituye ningún tipo de infracción a las leyes penales de Costa Rica. No se infiere ningún tipo de conducta ilícita, amenaza, difamación, violación a la intimidad, o cualquier otro delito tipificado."
673,2026-01-10 00:11:27.139178+00,"Shariton, shariton, shariton ",NO INFRACCIÓN,N/A,N/A,"El texto proporcionado consiste únicamente en la repetición de una palabra, presumiblemente un nombre. No describe hechos o acciones que puedan encuadrarse en ninguna infracción penal o legal bajo la normativa costarricense."
674,2026-01-10 00:11:39.721453+00,Se salv� que nunca se cae homosexual ,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa,"La expresión, al utilizar el término 'homosexual' en un contexto que parece ser peyorativo o que insinúa una connotación negativa ('se salvó que nunca se cae'), podría interpretarse como una ofensa al honor o la dignidad de una persona, sin atribuirle un hecho determinado. Esto calza con la definición de injuria."
675,2026-01-10 00:14:42.50475+00,Uy no mi hombre que feo huele,NO INFRACCIÓN,N/A,N/A,"La expresión es una opinión subjetiva sobre un olor. Aunque podría considerarse descortés, no constituye una amenaza, calumnia, injuria o difamación bajo la legislación penal costarricense, ya que no imputa un hecho delictivo, no atenta gravemente contra la honra o el crédito, ni busca causar un daño ilegítimo tipificado."
676,2026-01-10 00:15:00.245687+00,Tranquilo con su generador de insulto,NO INFRACCIÓN,N/A,N/A,"La frase es ambigua y carece de contexto suficiente para determinar si constituye un hecho que infrinja alguna ley. No contiene elementos de amenaza, calumnia, injuria o difamación de forma explícita ni indicios de otros delitos."
677,2026-01-10 00:17:11.49635+00,Hay motivos por los que hab�a m�s de uno,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es demasiado vago y no describe ningún hecho concreto que pueda ser analizado bajo la legislación penal costarricense. Carece de cualquier elemento que sugiera una conducta típica, antijurídica o culpable."
678,2026-01-10 00:18:08.006003+00,Digame que va para Exxon ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una consulta o afirmación simple ('Digame que va para Exxon') y no describe ningún hecho que, por sí mismo, constituya una infracción a las leyes de Costa Rica."
679,2026-01-10 00:18:31.061205+00,Caselo con la que le gimi� ,Delitos contra la Intimidad,"Código Penal, Artículo 196 bis",Prisión de seis meses a dos años.,"La frase 'Caselo con la que le gimió' implica la divulgación de una situación de carácter íntimo que, si fue obtenida y revelada sin la debida autorización y afecta la privacidad de las personas involucradas, podría configurar un delito de divulgación de secretos privados. La mención explícita de un detalle tan íntimo como 'gimió' es clave para esta tipificación."
680,2026-01-10 00:18:43.685027+00,"Ya maric�n, lo demand� ",Injuria,"Código Penal, Artículo 146",Multa de veinte a sesenta días multa,"El uso de la expresión 'maricón' para referirse a una persona puede ser considerada una ofensa a la dignidad o el decoro, configurando el delito de injuria según la legislación costarricense, independientemente de la existencia de un proceso judicial previo o simultáneo ('lo demandó')."
681,2026-01-10 00:18:58.920749+00,Soy su tia,NO INFRACCIÓN,N/A,N/A,"La frase 'Soy su tia' es una simple afirmación de parentesco y no describe ningún hecho que, por sí solo, constituya o insinúe la comisión de alguna infracción a la legislación costarricense, ni califica en ninguna de las categorías de delitos o faltas mencionadas."
682,2026-01-10 00:19:31.807294+00,No. Solo me lleva un registro. Soy un bot. A ver a qu� hora,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado describe una función de un bot ('Solo me lleva un registro. Soy un bot.') y una pregunta ('A ver a qué hora'). No se observa la descripción de ningún hecho que, por sí mismo, constituya una infracción a las leyes penales de Costa Rica ni a ninguna de las categorías de delitos o derechos mencionadas."
683,2026-01-10 00:26:27.031757+00,Porque ahora soy el hombre dominante o alguna puta mierda de cosa ,NO INFRACCIÓN,N/A,N/A,"La expresión, aunque utiliza lenguaje vulgar, es una manifestación de percepción personal o reacción. No describe hechos que constituyan una amenaza, calumnia, injuria, difamación, delito sexual, grave, informático, o violación a derechos de imagen o intimidad bajo la legislación costarricense."
